id_lysi,date,volume,method,NO3_N,NH4_N,SO4,NO2_N,Chlorid,Phosphat,Bromid,Lithium,Natrium,Kalium,Magnesium,Calcium,Fluorid
22,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-06-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-07-29,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-07-29,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-07-29,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-07-29,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-07-29,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-07-29,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-07-29,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-07-29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-07-29,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-07-29,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-07-29,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-07-29,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-07-29,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-07-29,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-07-29,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-07-29,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-07-29,7.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-07-29,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-07-29,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-07-29,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-07-29,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-07-29,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-07-29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-07-29,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-08-12,3.07,FIA,56.68,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-08-12,8.7,FIA,53.04,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-08-12,2.4,FIA,89.32,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-08-12,9.73,FIA,88.92,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-08-12,3.75,FIA,70.79,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-08-12,8.78,FIA,99.93,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-08-12,3.66,FIA,66.56,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-08-12,9.35,FIA,128.24,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-08-12,2.92,FIA,89.5,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-08-12,8.89,FIA,35.21,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-08-12,1.21,FIA,111.27,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-08-12,8.55,FIA,48.75,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-08-12,2.56,FIA,88.9,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-08-12,11.03,FIA,59.27,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-08-12,6.16,FIA,73.79,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-08-12,3.25,FIA,56.01,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-08-12,3.18,FIA,67.46,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-08-12,8.22,FIA,72.27,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-08-12,2.81,FIA,88.97,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-08-12,6.15,FIA,65.34,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-08-12,3.29,FIA,103.88,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-08-12,7.09,FIA,91.53,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-08-12,3.76,FIA,99.42,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-08-12,10.53,FIA,96.56,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-08-12,2.91,FIA,61.76,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-08-12,8.51,FIA,99.59,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-08-12,3.57,FIA,99.11,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-08-12,7.72,FIA,78.16,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-08-12,0.44,FIA,53.38,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-08-12,7.19,FIA,60.2,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-08-12,4.93,FIA,69.03,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-08-12,6.8,FIA,60.22,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-08-26,0.48,FIA,54.5,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-08-26,3.85,FIA,65.36,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-08-26,1.89,FIA,107.7,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-08-26,3.81,FIA,85.3,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-08-26,1.92,FIA,97.52,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-08-26,2.03,FIA,125.36,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-08-26,NA,FIA,90.57,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-08-26,3.35,FIA,127.76,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-08-26,1.94,FIA,109.17,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-08-26,3.64,FIA,48.56,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-08-26,3.25,FIA,138.35,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-08-26,0.13,FIA,61.84,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-08-26,1.68,FIA,106.65,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-08-26,3.39,FIA,73.44,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-08-26,2.58,FIA,91.86,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-08-26,3.62,FIA,74.49,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-08-26,0.89,FIA,84.4,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-08-26,3.62,FIA,104.68,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-08-26,1.6,FIA,104.92,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-08-26,2.92,FIA,108.29,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-08-26,1.77,FIA,49.27,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-08-26,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-08-26,1.48,FIA,119.13,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-08-26,3.53,FIA,141.61,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-08-26,1.47,FIA,110.2,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-08-26,2.96,FIA,119.93,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-08-26,0.19,FIA,125.73,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-08-26,2.62,FIA,106.03,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-08-26,NA,FIA,64.48,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-08-26,3.38,FIA,79.49,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-08-26,2.66,FIA,79.83,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-08-26,2.4,FIA,77.38,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-09-09,4.23,FIA,69.37,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-09-09,8.64,FIA,87.49,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-09-09,7.96,FIA,127.88,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-09-09,9.95,FIA,117.28,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-09-09,7.42,FIA,131.94,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-09-09,7.15,FIA,127.5,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-09-09,7.74,FIA,125.58,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-09-09,10.29,FIA,130.86,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-09-09,6.9,FIA,158.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-09-09,9.37,FIA,63.23,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-09-09,4.41,FIA,177.36,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-09-09,7.31,FIA,79.62,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-09-09,6,FIA,124.09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-09-09,9.01,FIA,107.42,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-09-09,8.67,FIA,105.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-09-09,2.61,FIA,120.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-09-09,6.09,FIA,96.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-09-09,8.59,FIA,165.49,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-09-09,6.1,FIA,122.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-09-09,7.7,FIA,108.31,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-09-09,7.85,FIA,130.49,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-09-09,7.1,FIA,35.06,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-09-09,7.48,FIA,146.16,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-09-09,10.29,FIA,121.08,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-09-09,6.74,FIA,113.13,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-09-09,9.07,FIA,132.4,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-09-09,4.52,FIA,146.86,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-09-09,6.99,FIA,146.45,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-09-09,6.28,FIA,90.18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-09-09,8.65,FIA,107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-09-09,7.55,FIA,104.78,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-09-09,7.47,FIA,99.48,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-09-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-09-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-09-23,0.24,FIA,190.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-09-23,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-09-23,0.33,FIA,179.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-09-23,0.0700000000000001,FIA,151.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-09-23,0.28,FIA,190.72,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-09-23,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-09-23,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-09-23,0,FIA,172.52,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-09-23,0.21,FIA,233.49,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-09-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-09-23,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-09-23,0.26,FIA,178.39,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-09-23,0.41,FIA,171.68,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2025-09-23,2.22,FIA,197.37,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2025-09-23,0.27,FIA,136.23,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2025-09-23,0.0899999999999999,FIA,240.8,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2025-09-23,0.28,FIA,180.45,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2025-09-23,0,FIA,166.47,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2025-09-23,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2025-09-23,0.05,FIA,47.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2025-09-23,0.38,FIA,200.22,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2025-09-23,1.22,FIA,158.79,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2025-09-23,0.32,FIA,144.52,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2025-09-23,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2025-09-23,0.14,FIA,196.03,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2025-09-23,0,FIA,213.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2025-09-23,0.12,FIA,140.87,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2025-09-23,0.2,FIA,162.98,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2025-09-23,0.15,FIA,153.84,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2025-09-23,0,FIA,129.99,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-10-07,0,FIA,98.37,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-10-07,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-10-07,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-10-07,5.96,FIA,131.48,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-10-07,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
